location_idx,lat,lon
73513,52.384,5.5969999999999995
66466,52.06,4.814
71604,52.294,6.786
70379,52.24,5.191
87554,53.032,5.626
49660,51.286,3.77
91102,53.194,6.728
86432,52.978,7.018
66475,52.06,5.075
71542,52.294,4.9879999999999995
61772,51.844,4.408
57469,51.646,4.031
66838,52.078,4.292
63793,51.934,6.467
70374,52.24,5.046
52411,51.412,4.379
92674,53.266,7.076
94215,53.338,6.525
73543,52.384,6.467
68819,52.168,5.191
62602,51.88,5.858
80169,52.69,6.351
73479,52.384,4.611
55966,51.574,5.684
88350,53.068,6.09
80890,52.726,4.64
91097,53.194,6.583
74714,52.438,6.496
71213,52.276,6.757
65683,52.024,4.727
90278,53.158,5.452
84448,52.888,6.032
43880,51.016,5.8
64535,51.97,5.365
80124,52.69,5.046
94229,53.338,6.931
55558,51.556,5.162
70751,52.258,4.6690000000000005
64564,51.97,6.206
82138,52.78,6.902
82065,52.78,4.785
65670,52.024,4.35
61431,51.826,5.829
84414,52.888,5.046
80163,52.69,6.177
97719,53.5,6.351
96173,53.428,6.757
77025,52.546,5.655
91064,53.194,5.626
82901,52.816,6.409
60612,51.79,4.698
66452,52.06,4.408
54753,51.52,4.437
91465,53.212,5.945
71145,52.276,4.785
59465,51.736,5.365
73096,52.366,4.814
64116,51.952,4.524
68404,52.15,4.466
83261,52.834,5.539
69237,52.186,6.003
69608,52.204,5.452
85574,52.942,4.756
65294,52.006,4.756
54800,51.52,5.8
45056,51.07,5.974
76223,52.51,5.017
58677,51.7,5.133
55125,51.538,3.915
63774,51.934,5.916
70427,52.24,6.583
64937,51.988,5.713
66085,52.042,5.075
87601,53.032,6.989
63749,51.934,5.191
68040,52.132,5.22
78223,52.6,6.467
64964,51.988,6.496
71551,52.294,5.249
84072,52.87,6.438
55540,51.556,4.64
89545,53.122,6.815
67268,52.096,5.452
61033,51.808,5.5969999999999995
66492,52.06,5.568
93438,53.302,6.612
60230,51.772,4.93
52080,51.394,6.09
54751,51.52,4.379
54738,51.52,4.002
55576,51.556,5.684
55149,51.538,4.611
71999,52.312,6.931
57091,51.628,4.379
63728,51.934,4.582
87171,53.014,5.829
72773,52.348,6.757
56355,51.592,5.655
57514,51.646,5.336
56332,51.592,4.9879999999999995
56721,51.61,4.959
52846,51.43,5.684
54359,51.502,4.321
66516,52.06,6.264
58285,51.682,5.075
64157,51.952,5.713
67651,52.114,5.249
48569,51.232,6.061
79371,52.654,5.829
71605,52.294,6.815
52468,51.412,6.032
85218,52.924,5.742
89138,53.104,6.322
50911,51.34,6.119
61770,51.844,4.35
79759,52.672,5.771
75857,52.492,5.713
57114,51.628,5.046
58315,51.682,5.945
64489,51.97,4.031
67234,52.096,4.466
64177,51.952,6.293
66837,52.078,4.263
75849,52.492,5.481
48175,51.214,5.945
60992,51.808,4.408
86821,52.996,6.989
68033,52.132,5.017
68794,52.168,4.466
53941,51.484,3.509
66448,52.06,4.292
68795,52.168,4.495
60251,51.772,5.539
61401,51.826,4.959
64543,51.97,5.5969999999999995
42319,50.944,5.771
63000,51.898,6.09
58663,51.7,4.727
63332,51.916,4.408
86438,52.978,7.192
70749,52.258,4.611
73125,52.366,5.655
78943,52.636,4.727
67632,52.114,4.698
52839,51.43,5.481
68825,52.168,5.365
70402,52.24,5.858
75831,52.492,4.959
54734,51.52,3.886
61818,51.844,5.742
64144,51.952,5.336
72323,52.33,5.017
69987,52.222,5.133
64109,51.952,4.321
94218,53.338,6.612
71144,52.276,4.756
59874,51.754,5.916
53608,51.466,5.162
55588,51.556,6.032
60608,51.79,4.582
56371,51.592,6.119
87170,53.014,5.8
52451,51.412,5.539
68424,52.15,5.046
93812,53.32,6.148
53997,51.484,5.133
65274,52.006,4.176
84436,52.888,5.684
80516,52.708,5.104
56341,51.592,5.249
73089,52.366,4.611
89912,53.14,6.148
69581,52.204,4.6690000000000005
69989,52.222,5.191
77032,52.546,5.858
57142,51.628,5.858
63323,51.916,4.147
65724,52.024,5.916
67702,52.114,6.728
54014,51.484,5.626
71179,52.276,5.771
62161,51.862,4.379
70356,52.24,4.524
55915,51.574,4.205
67227,52.096,4.263
50127,51.304,6.003
63390,51.916,6.09
54806,51.52,5.974
51272,51.358,5.2780000000000005
94952,53.374,5.2780000000000005
63006,51.898,6.264
80117,52.69,4.843
61001,51.808,4.6690000000000005
73153,52.366,6.467
76266,52.51,6.264
70757,52.258,4.843
66863,52.078,5.017
65365,52.006,6.815
63755,51.934,5.365
89914,53.14,6.206
81319,52.744,5.771
91885,53.23,6.815
54399,51.502,5.481
75073,52.456,5.5969999999999995
90667,53.176,5.423
57077,51.628,3.973
51303,51.358,6.177
75500,52.474,6.67
70008,52.222,5.742
82136,52.78,6.844
55161,51.538,4.959
57923,51.664,5.8870000000000005
55979,51.574,6.061
56292,51.592,3.8280000000000003
80182,52.69,6.728
72746,52.348,5.974
85598,52.942,5.452
64938,51.988,5.742
80510,52.708,4.93
66094,52.042,5.336
64541,51.97,5.539
62553,51.88,4.437
59820,51.754,4.35
87206,53.014,6.844
64882,51.988,4.118
69182,52.186,4.408
87956,53.05,5.974
71568,52.294,5.742
54033,51.484,6.177
90681,53.176,5.829
63377,51.916,5.713
55154,51.538,4.756
79006,52.636,6.554
86807,52.996,6.583
78941,52.636,4.6690000000000005
55573,51.556,5.5969999999999995
60625,51.79,5.075
75825,52.492,4.785
47397,51.178,6.003
69982,52.222,4.9879999999999995
76628,52.528,5.452
63722,51.934,4.408
80571,52.708,6.699
53973,51.484,4.437
82523,52.798,6.757
64970,51.988,6.67
79345,52.654,5.075
55556,51.556,5.104
59470,51.736,5.51
74658,52.438,4.872
74651,52.438,4.6690000000000005
73501,52.384,5.249
57086,51.628,4.234
87990,53.05,6.96
70371,52.24,4.959
65282,52.006,4.408
91080,53.194,6.09
55894,51.574,3.596
70394,52.24,5.626
67678,52.114,6.032
71192,52.276,6.148
41929,50.926,5.771
84874,52.906,7.076
89944,53.14,7.076
69650,52.204,6.67
73525,52.384,5.945
89161,53.104,6.989
73892,52.402,5.2780000000000005
55583,51.556,5.8870000000000005
70018,52.222,6.032
71147,52.276,4.843
75436,52.474,4.814
90304,53.158,6.206
89529,53.122,6.351
66453,52.06,4.437
94191,53.338,5.829
82068,52.78,4.872
54402,51.502,5.568
89137,53.104,6.293
84829,52.906,5.771
68084,52.132,6.496
65279,52.006,4.321
50501,51.322,5.539
63379,51.916,5.771
79727,52.672,4.843
39977,50.836,5.713
63366,51.916,5.394
65275,52.006,4.205
89130,53.104,6.09
63729,51.934,4.611
63735,51.934,4.785
75442,52.474,4.9879999999999995
66455,52.06,4.495
59413,51.736,3.857
56716,51.61,4.814
65688,52.024,4.872
64140,51.952,5.22
70353,52.24,4.437
41147,50.89,5.713
56729,51.61,5.191
91857,53.23,6.003
55554,51.556,5.046
96177,53.428,6.873
67646,52.114,5.104
70756,52.258,4.814
51601,51.376,3.509
75873,52.492,6.177
58629,51.7,3.741
87191,53.014,6.409
58278,51.682,4.872
57499,51.646,4.901
48173,51.214,5.8870000000000005
69646,52.204,6.554
51299,51.358,6.061
77437,52.564,6.293
66456,52.06,4.524
68423,52.15,5.017
66105,52.042,5.655
65281,52.006,4.379
69603,52.204,5.307
55926,51.574,4.524
84060,52.87,6.09
91070,53.194,5.8
64507,51.97,4.553
61415,51.826,5.365
72318,52.33,4.872
65335,52.006,5.945
74283,52.42,5.307
44270,51.034,5.8
59486,51.736,5.974
41938,50.926,6.032
53621,51.466,5.539
79381,52.654,6.119
56736,51.61,5.394
72699,52.348,4.611
60209,51.772,4.321
53557,51.466,3.683
60253,51.772,5.5969999999999995
83636,52.852,5.104
81301,52.744,5.249
64968,51.988,6.612
72783,52.348,7.047
58277,51.682,4.843
62172,51.862,4.698
87165,53.014,5.655
58296,51.682,5.394
57083,51.628,4.147
70367,52.24,4.843
65698,52.024,5.162
86798,52.996,6.322
80520,52.708,5.22
63721,51.934,4.379
61040,51.808,5.8
64555,51.97,5.945
70432,52.24,6.728
61395,51.826,4.785
71566,52.294,5.684
65338,52.006,6.032
69239,52.186,6.061
66073,52.042,4.727
91095,53.194,6.525
76640,52.528,5.8
84794,52.906,4.756
67254,52.096,5.046
86815,52.996,6.815
79380,52.654,6.09
65723,52.024,5.8870000000000005
42711,50.962,5.829
61397,51.826,4.843
68855,52.168,6.235
61028,51.808,5.452
55155,51.538,4.785
81708,52.762,5.742
93839,53.32,6.931
68435,52.15,5.365
56348,51.592,5.452
61430,51.826,5.8
41932,50.926,5.858
88730,53.086,5.8
54335,51.502,3.625
70021,52.222,6.119
61432,51.826,5.858
69268,52.186,6.902
72383,52.33,6.757
81296,52.744,5.104
58286,51.682,5.104
40763,50.872,5.8870000000000005
55137,51.538,4.263
87214,53.014,7.076
85223,52.924,5.8870000000000005
70769,52.258,5.191
70803,52.258,6.177
56714,51.61,4.756
88731,53.086,5.829
65686,52.024,4.814
64582,51.97,6.728
68085,52.132,6.525
49724,51.286,5.626
56322,51.592,4.698
75459,52.474,5.481
52783,51.43,3.857
70824,52.258,6.786
60603,51.79,4.437
64911,51.988,4.959
64106,51.952,4.234
74333,52.42,6.757
62216,51.862,5.974
69658,52.204,6.902
66870,52.078,5.22
90325,53.158,6.815
75091,52.456,6.119
58684,51.7,5.336
46617,51.142,6.003
61373,51.826,4.147
70755,52.258,4.785
50120,51.304,5.8
67619,52.114,4.321
70767,52.258,5.133
63372,51.916,5.568
77046,52.546,6.264
53638,51.466,6.032
52072,51.394,5.858
75043,52.456,4.727
67618,52.114,4.292
73486,52.384,4.814
66065,52.042,4.495
60610,51.79,4.64
80545,52.708,5.945
73502,52.384,5.2780000000000005
61429,51.826,5.771
70430,52.24,6.67
64127,51.952,4.843
53179,51.448,4.031
88770,53.086,6.96
55136,51.538,4.234
91099,53.194,6.641
57121,51.628,5.249
68859,52.168,6.351
85207,52.924,5.423
75087,52.456,6.003
79766,52.672,5.974
73491,52.384,4.959
82891,52.816,6.119
60641,51.79,5.539
59073,51.718,5.307
94580,53.356,5.8
90729,53.176,7.221
48869,51.25,3.451
73880,52.402,4.93
89524,53.122,6.206
56754,51.61,5.916
69966,52.222,4.524
88746,53.086,6.264
47402,51.178,6.148
73536,52.384,6.264
62219,51.862,6.061
89517,53.122,6.003
92622,53.266,5.568
91060,53.194,5.51
84065,52.87,6.235
82492,52.798,5.858
62970,51.898,5.22
81285,52.744,4.785
48177,51.214,6.003
70763,52.258,5.017
59475,51.736,5.655
52394,51.412,3.886
73520,52.384,5.8
63715,51.934,4.205
74701,52.438,6.119
51295,51.358,5.945
62946,51.898,4.524
68829,52.168,5.481
78948,52.636,4.872
62967,51.898,5.133
86377,52.978,5.423
59830,51.754,4.64
43102,50.98,5.858
84835,52.906,5.945
42326,50.944,5.974
85239,52.924,6.351
68463,52.15,6.177
90673,53.176,5.5969999999999995
79364,52.654,5.626
96565,53.446,6.815
76991,52.546,4.6690000000000005
65286,52.006,4.524
66913,52.078,6.467
85219,52.924,5.771
93837,53.32,6.873
77002,52.546,4.9879999999999995
75443,52.474,5.017
60219,51.772,4.611
53971,51.484,4.379
64100,51.952,4.06
62157,51.862,4.263
62211,51.862,5.829
59840,51.754,4.93
49258,51.268,3.422
41549,50.908,6.061
94581,53.356,5.829
66055,52.042,4.205
64884,51.988,4.176
73129,52.366,5.771
59033,51.718,4.147
78587,52.618,5.713
52857,51.43,6.003
85625,52.942,6.235
66841,52.078,4.379
56324,51.592,4.756
94994,53.374,6.496
59813,51.754,4.147
90712,53.176,6.728
71153,52.276,5.017
68035,52.132,5.075
59482,51.736,5.858
56717,51.61,4.843
59069,51.718,5.191
57132,51.628,5.568
77830,52.582,6.38
63769,51.934,5.771
50833,51.34,3.857
86013,52.96,6.177
89887,53.14,5.423
95775,53.41,6.525
56698,51.61,4.292
64959,51.988,6.351
76259,52.51,6.061
55904,51.574,3.886
80505,52.708,4.785
59411,51.736,3.799
68824,52.168,5.336
70747,52.258,4.553
70049,52.222,6.931
53178,51.448,4.002
61390,51.826,4.64
54754,51.52,4.466
86415,52.978,6.525
91484,53.212,6.496
84067,52.87,6.293
80116,52.69,4.814
72706,52.348,4.814
69234,52.186,5.916
64505,51.97,4.495
74679,52.438,5.481
52458,51.412,5.742
59066,51.718,5.104
52082,51.394,6.148
67309,52.096,6.641
80926,52.726,5.684
63745,51.934,5.075
69655,52.204,6.815
61393,51.826,4.727
85617,52.942,6.003
82919,52.816,6.931
84470,52.888,6.67
73898,52.402,5.452
81744,52.762,6.786
73136,52.366,5.974
71539,52.294,4.901
76215,52.51,4.785
55942,51.574,4.9879999999999995
85657,52.942,7.163
84869,52.906,6.931
45832,51.106,5.858
80945,52.726,6.235
81345,52.744,6.525
67699,52.114,6.641
40366,50.854,5.684
62156,51.862,4.234
71534,52.294,4.756
93455,53.302,7.105
71932,52.312,4.9879999999999995
68833,52.168,5.5969999999999995
53642,51.466,6.148
76279,52.51,6.641
68849,52.168,6.061
89943,53.14,7.047
53616,51.466,5.394
90327,53.158,6.873
51632,51.376,4.408
62552,51.88,4.408
51606,51.376,3.654
70364,52.24,4.756
71545,52.294,5.075
49664,51.286,3.886
84863,52.906,6.757
92657,53.266,6.583
92266,53.248,6.554
75871,52.492,6.119
54756,51.52,4.524
43103,50.98,5.8870000000000005
42709,50.962,5.771
63322,51.916,4.118
67256,52.096,5.104
77039,52.546,6.061
66447,52.06,4.263
96525,53.446,5.655
65732,52.024,6.148
66454,52.06,4.466
55978,51.574,6.032
73500,52.384,5.22
59072,51.718,5.2780000000000005
52778,51.43,3.7119999999999997
73142,52.366,6.148
72705,52.348,4.785
91110,53.194,6.96
55567,51.556,5.423
66061,52.042,4.379
90724,53.176,7.076
71981,52.312,6.409
64974,51.988,6.786
59474,51.736,5.626
58678,51.7,5.162
72386,52.33,6.844
64176,51.952,6.264
84408,52.888,4.872
66865,52.078,5.075
92261,53.248,6.409
57126,51.628,5.394
84796,52.906,4.814
77772,52.582,4.698
82497,52.798,6.003
71594,52.294,6.496
54773,51.52,5.017
47390,51.178,5.8
71533,52.294,4.727
79344,52.654,5.046
67228,52.096,4.292
54407,51.502,5.713
73480,52.384,4.64
66058,52.042,4.292
57914,51.664,5.626
51279,51.358,5.481
61399,51.826,4.901
62609,51.88,6.061
66474,52.06,5.046
40767,50.872,6.003
52019,51.394,4.321
70802,52.258,6.148
84026,52.87,5.104
48882,51.25,3.8280000000000003
53625,51.466,5.655
94221,53.338,6.699
55185,51.538,5.655
67637,52.114,4.843
40757,50.872,5.713
63331,51.916,4.379
68074,52.132,6.206
52841,51.43,5.539
47396,51.178,5.974
52446,51.412,5.394
64967,51.988,6.583
54787,51.52,5.423
69965,52.222,4.495
73487,52.384,4.843
79392,52.654,6.438
57909,51.664,5.481
56325,51.592,4.785
53624,51.466,5.626
73884,52.402,5.046
47003,51.16,5.8870000000000005
50129,51.304,6.061
68850,52.168,6.09
73912,52.402,5.858
84852,52.906,6.438
74268,52.42,4.872
79721,52.672,4.6690000000000005
63713,51.934,4.147
80186,52.69,6.844
52450,51.412,5.51
69212,52.186,5.2780000000000005
68436,52.15,5.394
75081,52.456,5.829
52467,51.412,6.003
50904,51.34,5.916
60611,51.79,4.6690000000000005
55945,51.574,5.075
84868,52.906,6.902
59050,51.718,4.64
63392,51.916,6.148
57094,51.628,4.466
67631,52.114,4.6690000000000005
74335,52.42,6.815
59464,51.736,5.336
96166,53.428,6.554
93015,53.284,5.655
72372,52.33,6.438
57903,51.664,5.307
73137,52.366,6.003
52013,51.394,4.147
46613,51.142,5.8870000000000005
61026,51.808,5.394
84793,52.906,4.727
75039,52.456,4.611
75822,52.492,4.698
64493,51.97,4.147
48942,51.25,5.568
84465,52.888,6.525
70047,52.222,6.873
66089,52.042,5.191
74706,52.438,6.264
67252,52.096,4.9879999999999995
85216,52.924,5.684
87546,53.032,5.394
61769,51.844,4.321
88374,53.068,6.786
58645,51.7,4.205
71926,52.312,4.814
75101,52.456,6.409
54774,51.52,5.046
74282,52.42,5.2780000000000005
88304,53.068,4.756
56741,51.61,5.539
60199,51.772,4.031
92628,53.266,5.742
57067,51.628,3.683
83306,52.834,6.844
67270,52.096,5.51
84848,52.906,6.322
68045,52.132,5.365
55977,51.574,6.003
64926,51.988,5.394
61032,51.808,5.568
77413,52.564,5.5969999999999995
54767,51.52,4.843
92269,53.248,6.641
66460,52.06,4.64
59864,51.754,5.626
52056,51.394,5.394
56334,51.592,5.046
68401,52.15,4.379
63393,51.916,6.177
60628,51.79,5.162
71535,52.294,4.785
48174,51.214,5.916
66867,52.078,5.133
82485,52.798,5.655
79754,52.672,5.626
70385,52.24,5.365
58284,51.682,5.046
61403,51.826,5.017
50827,51.34,3.683
68485,52.15,6.815
54379,51.502,4.901
90296,53.158,5.974
62947,51.898,4.553
67696,52.114,6.554
48953,51.25,5.8870000000000005
55551,51.556,4.959
91886,53.23,6.844
39978,50.836,5.742
91449,53.212,5.481
71985,52.312,6.525
84482,52.888,7.018
66469,52.06,4.901
68051,52.132,5.539
72769,52.348,6.641
55159,51.538,4.901
46222,51.124,5.858
62591,51.88,5.539
73879,52.402,4.901
57925,51.664,5.945
73098,52.366,4.872
66446,52.06,4.234
84485,52.888,7.105
73492,52.384,4.9879999999999995
82063,52.78,4.727
91062,53.194,5.568
67622,52.114,4.408
84801,52.906,4.959
