location_idx,lat,lon
46227,51.124,6.003
89930,53.14,6.67
73108,52.366,5.162
58686,51.7,5.394
64944,51.988,5.916
72381,52.33,6.699
97326,53.482,6.264
49740,51.286,6.09
93054,53.284,6.786
65322,52.006,5.568
78203,52.6,5.8870000000000005
69963,52.222,4.437
75465,52.474,5.655
85615,52.942,5.945
65303,52.006,5.017
72774,52.348,6.786
79785,52.672,6.525
76612,52.528,4.9879999999999995
79346,52.654,5.104
66069,52.042,4.611
54358,51.502,4.292
69184,52.186,4.466
39987,50.836,6.003
63326,51.916,4.234
64165,51.952,5.945
64958,51.988,6.322
73507,52.384,5.423
64901,51.988,4.6690000000000005
59453,51.736,5.017
52052,51.394,5.2780000000000005
70825,52.258,6.815
73086,52.366,4.524
71541,52.294,4.959
84090,52.87,6.96
68087,52.132,6.583
66901,52.078,6.119
43492,50.998,5.858
64557,51.97,6.003
65278,52.006,4.292
71154,52.276,5.046
76650,52.528,6.09
74319,52.42,6.351
72340,52.33,5.51
60256,51.772,5.684
89551,53.122,6.989
50903,51.34,5.8870000000000005
90305,53.158,6.235
63779,51.934,6.061
53599,51.466,4.901
67248,52.096,4.872
61014,51.808,5.046
62587,51.88,5.423
62620,51.88,6.38
71174,52.276,5.626
74286,52.42,5.394
65668,52.024,4.292
54374,51.502,4.756
57076,51.628,3.944
73150,52.366,6.38
68430,52.15,5.22
53641,51.466,6.119
61011,51.808,4.959
67231,52.096,4.379
79755,52.672,5.655
69225,52.186,5.655
49327,51.268,5.423
91118,53.194,7.192
70811,52.258,6.409
80547,52.708,6.003
86021,52.96,6.409
59462,51.736,5.2780000000000005
58668,51.7,4.872
71185,52.276,5.945
65353,52.006,6.467
82103,52.78,5.8870000000000005
63794,51.934,6.496
59872,51.754,5.858
77840,52.582,6.67
61757,51.844,3.973
65713,52.024,5.5969999999999995
53230,51.448,5.51
71564,52.294,5.626
70398,52.24,5.742
56326,51.592,4.814
84079,52.87,6.641
58700,51.7,5.8
53231,51.448,5.539
43099,50.98,5.771
71148,52.276,4.872
59814,51.754,4.176
64924,51.988,5.336
70753,52.258,4.727
67620,52.114,4.35
94582,53.356,5.858
55130,51.538,4.06
73503,52.384,5.307
65304,52.006,5.046
74310,52.42,6.09
94996,53.374,6.554
54747,51.52,4.263
74694,52.438,5.916
52447,51.412,5.423
52837,51.43,5.423
86809,52.996,6.641
57512,51.646,5.2780000000000005
63320,51.916,4.06
59445,51.736,4.785
64101,51.952,4.089
51625,51.376,4.205
79388,52.654,6.322
59841,51.754,4.959
85643,52.942,6.757
72379,52.33,6.641
63358,51.916,5.162
73090,52.366,4.64
95736,53.41,5.394
72720,52.348,5.22
69590,52.204,4.93
75070,52.456,5.51
50902,51.34,5.858
69624,52.204,5.916
91487,53.212,6.583
56713,51.61,4.727
73488,52.384,4.872
57915,51.664,5.655
68815,52.168,5.075
53237,51.448,5.713
76238,52.51,5.452
63741,51.934,4.959
72745,52.348,5.945
79336,52.654,4.814
89553,53.122,7.047
59852,51.754,5.2780000000000005
65280,52.006,4.35
55581,51.556,5.829
95369,53.392,6.061
89550,53.122,6.96
68405,52.15,4.495
71563,52.294,5.5969999999999995
52852,51.43,5.858
54735,51.52,3.915
80950,52.726,6.38
78171,52.6,4.959
73905,52.402,5.655
48167,51.214,5.713
62556,51.88,4.524
61379,51.826,4.321
64119,51.952,4.611
62572,51.88,4.9879999999999995
68052,52.132,5.568
89128,53.104,6.032
67621,52.114,4.379
95344,53.392,5.336
83235,52.834,4.785
58304,51.682,5.626
89926,53.14,6.554
54026,51.484,5.974
64561,51.97,6.119
85611,52.942,5.829
84483,52.888,7.047
65292,52.006,4.698
56690,51.61,4.06
93027,53.284,6.003
54786,51.52,5.394
84064,52.87,6.206
89164,53.104,7.076
67253,52.096,5.017
56711,51.61,4.6690000000000005
65277,52.006,4.263
55535,51.556,4.495
64168,51.952,6.032
51661,51.376,5.249
54811,51.52,6.119
91900,53.23,7.25
62932,51.898,4.118
67680,52.114,6.09
66098,52.042,5.452
53628,51.466,5.742
58690,51.7,5.51
72370,52.33,6.38
50912,51.34,6.148
78161,52.6,4.6690000000000005
66502,52.06,5.858
50840,51.34,4.06
93836,53.32,6.844
60220,51.772,4.64
55184,51.538,5.626
54368,51.502,4.582
53589,51.466,4.611
51229,51.358,4.031
68017,52.132,4.553
96174,53.428,6.786
80173,52.69,6.467
71527,52.294,4.553
62580,51.88,5.22
68437,52.15,5.423
65731,52.024,6.119
54764,51.52,4.756
86385,52.978,5.655
66451,52.06,4.379
57535,51.646,5.945
65669,52.024,4.321
80962,52.726,6.728
75107,52.456,6.583
77029,52.546,5.771
65675,52.024,4.495
41935,50.926,5.945
55139,51.538,4.321
68810,52.168,4.93
58685,51.7,5.365
60242,51.772,5.2780000000000005
79410,52.654,6.96
91508,53.212,7.192
67255,52.096,5.075
69213,52.186,5.307
66464,52.06,4.756
82489,52.798,5.771
53253,51.448,6.177
63327,51.916,4.263
75440,52.474,4.93
64531,51.97,5.249
64945,51.988,5.945
66495,52.06,5.655
86790,52.996,6.09
91482,53.212,6.438
78598,52.618,6.032
82118,52.78,6.322
48559,51.232,5.771
87557,53.032,5.713
66529,52.06,6.641
71958,52.312,5.742
72710,52.348,4.93
71953,52.312,5.5969999999999995
71215,52.276,6.815
75441,52.474,4.959
48954,51.25,5.916
52831,51.43,5.249
74289,52.42,5.481
52007,51.394,3.973
91486,53.212,6.554
62212,51.862,5.858
63764,51.934,5.626
77425,52.564,5.945
72719,52.348,5.191
57122,51.628,5.2780000000000005
56702,51.61,4.408
53552,51.466,3.5380000000000003
76649,52.528,6.061
61387,51.826,4.553
42324,50.944,5.916
52472,51.412,6.148
92255,53.248,6.235
62206,51.862,5.684
77028,52.546,5.742
71576,52.294,5.974
64568,51.97,6.322
58283,51.682,5.017
68476,52.15,6.554
48958,51.25,6.032
92264,53.248,6.496
62171,51.862,4.6690000000000005
70815,52.258,6.525
70365,52.24,4.785
75853,52.492,5.5969999999999995
80143,52.69,5.5969999999999995
72707,52.348,4.843
54742,51.52,4.118
63708,51.934,4.002
89893,53.14,5.5969999999999995
59414,51.736,3.886
64501,51.97,4.379
66097,52.042,5.423
71204,52.276,6.496
90715,53.176,6.815
60236,51.772,5.104
54370,51.502,4.64
57887,51.664,4.843
86391,52.978,5.829
72322,52.33,4.9879999999999995
80506,52.708,4.814
84055,52.87,5.945
82524,52.798,6.786
89120,53.104,5.8
60991,51.808,4.379
66513,52.06,6.177
94187,53.338,5.713
90330,53.158,6.96
56305,51.592,4.205
54775,51.52,5.075
58681,51.7,5.249
82115,52.78,6.235
75095,52.456,6.235
68863,52.168,6.467
62221,51.862,6.119
69648,52.204,6.612
85213,52.924,5.5969999999999995
71947,52.312,5.423
76281,52.51,6.699
66530,52.06,6.67
74726,52.438,6.844
95007,53.374,6.873
53556,51.466,3.654
65285,52.006,4.495
79384,52.654,6.206
58268,51.682,4.582
75100,52.456,6.38
71531,52.294,4.6690000000000005
57468,51.646,4.002
64104,51.952,4.176
78224,52.6,6.496
39982,50.836,5.858
47787,51.196,6.003
58239,51.682,3.741
91488,53.212,6.612
64172,51.952,6.148
62573,51.88,5.017
74657,52.438,4.843
86379,52.978,5.481
64932,51.988,5.568
73511,52.384,5.539
39597,50.818,6.003
79009,52.636,6.641
53220,51.448,5.22
70413,52.24,6.177
72311,52.33,4.6690000000000005
51288,51.358,5.742
69614,52.204,5.626
69607,52.204,5.423
73107,52.366,5.133
79737,52.672,5.133
61404,51.826,5.046
80932,52.726,5.858
52400,51.412,4.06
50878,51.34,5.162
78553,52.618,4.727
73893,52.402,5.307
68069,52.132,6.061
55543,51.556,4.727
63333,51.916,4.437
52844,51.43,5.626
59071,51.718,5.249
70777,52.258,5.423
75432,52.474,4.698
96919,53.464,5.771
90284,53.158,5.626
72313,52.33,4.727
65697,52.024,5.133
71945,52.312,5.365
78557,52.618,4.843
54338,51.502,3.7119999999999997
65342,52.006,6.148
82102,52.78,5.858
70410,52.24,6.09
63374,51.916,5.626
43879,51.016,5.771
81338,52.744,6.322
68075,52.132,6.235
62547,51.88,4.263
90690,53.176,6.09
61039,51.808,5.771
85192,52.924,4.9879999999999995
57130,51.628,5.51
79726,52.672,4.814
67230,52.096,4.35
54793,51.52,5.5969999999999995
52453,51.412,5.5969999999999995
75042,52.456,4.698
66081,52.042,4.959
76652,52.528,6.148
55943,51.574,5.017
71172,52.276,5.568
54814,51.52,6.206
76210,52.51,4.64
51672,51.376,5.568
61372,51.826,4.118
87952,53.05,5.858
60640,51.79,5.51
76261,52.51,6.119
51267,51.358,5.133
87955,53.05,5.945
65354,52.006,6.496
63738,51.934,4.872
87210,53.014,6.96
69605,52.204,5.365
50132,51.304,6.148
61041,51.808,5.829
75072,52.456,5.568
93796,53.32,5.684
57892,51.664,4.9879999999999995
69653,52.204,6.757
92636,53.266,5.974
71158,52.276,5.162
63763,51.934,5.5969999999999995
54009,51.484,5.481
55569,51.556,5.481
59426,51.736,4.234
60654,51.79,5.916
82920,52.816,6.96
69610,52.204,5.51
74664,52.438,5.046
51630,51.376,4.35
67235,52.096,4.495
56317,51.592,4.553
82907,52.816,6.583
65363,52.006,6.757
69186,52.186,4.524
79764,52.672,5.916
66493,52.06,5.5969999999999995
78585,52.618,5.655
57920,51.664,5.8
56303,51.592,4.147
63337,51.916,4.553
76240,52.51,5.51
68091,52.132,6.699
58276,51.682,4.814
85609,52.942,5.771
85633,52.942,6.467
84844,52.906,6.206
94193,53.338,5.8870000000000005
77381,52.564,4.6690000000000005
51293,51.358,5.8870000000000005
88308,53.068,4.872
68827,52.168,5.423
67628,52.114,4.582
53627,51.466,5.713
80579,52.708,6.931
64558,51.97,6.032
77438,52.564,6.322
91878,53.23,6.612
58265,51.682,4.495
78988,52.636,6.032
70039,52.222,6.641
71933,52.312,5.017
64956,51.988,6.264
88740,53.086,6.09
55936,51.574,4.814
73517,52.384,5.713
78993,52.636,6.177
62949,51.898,4.611
83670,52.852,6.09
87951,53.05,5.829
93834,53.32,6.786
55165,51.538,5.075
57927,51.664,6.003
57111,51.628,4.959
55577,51.556,5.713
66104,52.042,5.626
71528,52.294,4.582
52796,51.43,4.234
86000,52.96,5.8
79730,52.672,4.93
67668,52.114,5.742
92246,53.248,5.974
72780,52.348,6.96
56319,51.592,4.611
85994,52.96,5.626
55961,51.574,5.539
40769,50.872,6.061
68441,52.15,5.539
74338,52.42,6.902
57147,51.628,6.003
83686,52.852,6.554
80544,52.708,5.916
68845,52.168,5.945
73931,52.402,6.409
66861,52.078,4.959
80576,52.708,6.844
64115,51.952,4.495
67295,52.096,6.235
80971,52.726,6.989
56695,51.61,4.205
73953,52.402,7.047
80948,52.726,6.322
53576,51.466,4.234
60225,51.772,4.785
55181,51.538,5.539
63747,51.934,5.133
75867,52.492,6.003
72380,52.33,6.67
63782,51.934,6.148
82129,52.78,6.641
93424,53.302,6.206
54421,51.502,6.119
73102,52.366,4.9879999999999995
73481,52.384,4.6690000000000005
51679,51.376,5.771
56712,51.61,4.698
83647,52.852,5.423
59451,51.736,4.959
81745,52.762,6.815
61778,51.844,4.582
72315,52.33,4.785
62568,51.88,4.872
58674,51.7,5.046
62558,51.88,4.582
72701,52.348,4.6690000000000005
84857,52.906,6.583
76659,52.528,6.351
78622,52.618,6.728
87969,53.05,6.351
73095,52.366,4.785
69606,52.204,5.394
53979,51.484,4.611
66510,52.06,6.09
84410,52.888,4.93
69200,52.186,4.93
93047,53.284,6.583
53974,51.484,4.466
65707,52.024,5.423
48959,51.25,6.061
75481,52.474,6.119
89088,53.104,4.872
83688,52.852,6.612
88347,53.068,6.003
79736,52.672,5.104
41928,50.926,5.742
74730,52.438,6.96
62561,51.88,4.6690000000000005
81291,52.744,4.959
61791,51.844,4.959
54005,51.484,5.365
68844,52.168,5.916
53236,51.448,5.684
70779,52.258,5.481
62218,51.862,6.032
62549,51.88,4.321
75824,52.492,4.756
87580,53.032,6.38
83266,52.834,5.684
72778,52.348,6.902
86793,52.996,6.177
57123,51.628,5.307
79333,52.654,4.727
47784,51.196,5.916
70366,52.24,4.814
95783,53.41,6.757
51275,51.358,5.365
81332,52.744,6.148
70786,52.258,5.684
54015,51.484,5.655
88330,53.068,5.51
81289,52.744,4.901
85622,52.942,6.148
68072,52.132,6.148
77420,52.564,5.8
70816,52.258,6.554
66445,52.06,4.205
70438,52.24,6.902
60195,51.772,3.915
64885,51.988,4.205
72392,52.33,7.018
91104,53.194,6.786
67682,52.114,6.148
61000,51.808,4.64
64135,51.952,5.075
49663,51.286,3.857
92629,53.266,5.771
63339,51.916,4.611
67229,52.096,4.321
57872,51.664,4.408
71182,52.276,5.858
61782,51.844,4.698
58292,51.682,5.2780000000000005
68060,52.132,5.8
40368,50.854,5.742
59048,51.718,4.582
63709,51.934,4.031
79725,52.672,4.785
62178,51.862,4.872
89941,53.14,6.989
52840,51.43,5.51
63727,51.934,4.553
67698,52.114,6.612
85229,52.924,6.061
67289,52.096,6.061
95376,53.392,6.264
61435,51.826,5.945
65699,52.024,5.191
87977,53.05,6.583
80906,52.726,5.104
91477,53.212,6.293
80569,52.708,6.641
39204,50.8,5.916
71949,52.312,5.481
50116,51.304,5.684
61025,51.808,5.365
50891,51.34,5.539
70828,52.258,6.902
54012,51.484,5.568
64178,51.952,6.322
54363,51.502,4.437
76209,52.51,4.611
90700,53.176,6.38
73088,52.366,4.582
73118,52.366,5.452
64136,51.952,5.104
71944,52.312,5.336
88695,53.086,4.785
71201,52.276,6.409
74689,52.438,5.771
87572,53.032,6.148
68796,52.168,4.524
55182,51.538,5.568
62200,51.862,5.51
67249,52.096,4.901
70031,52.222,6.409
49333,51.268,5.5969999999999995
54393,51.502,5.307
69597,52.204,5.133
63723,51.934,4.437
75047,52.456,4.843
72393,52.33,7.047
82507,52.798,6.293
61763,51.844,4.147
62581,51.88,5.249
79348,52.654,5.162
80583,52.708,7.047
83677,52.852,6.293
88763,53.086,6.757
64494,51.97,4.176
55186,51.538,5.684
86431,52.978,6.989
55917,51.574,4.263
71954,52.312,5.626
63719,51.934,4.321
51604,51.376,3.596
65313,52.006,5.307
62546,51.88,4.234
75075,52.456,5.655
71994,52.312,6.786
64112,51.952,4.408
58275,51.682,4.785
95003,53.374,6.757
66849,52.078,4.611
75493,52.474,6.467
55116,51.538,3.654
68015,52.132,4.495
46614,51.142,5.916
68483,52.15,6.757
92659,53.266,6.641
64546,51.97,5.684
48957,51.25,6.003
47777,51.196,5.713
64566,51.97,6.264
55900,51.574,3.77
44272,51.034,5.858
79773,52.672,6.177
66871,52.078,5.249
61434,51.826,5.916
88760,53.086,6.67
53972,51.484,4.408
92233,53.248,5.5969999999999995
62555,51.88,4.495
87982,53.05,6.728
71972,52.312,6.148
84023,52.87,5.017
94602,53.356,6.438
61428,51.826,5.742
92625,53.266,5.655
64576,51.97,6.554
64551,51.97,5.829
63336,51.916,4.524
69964,52.222,4.466
55545,51.556,4.785
70048,52.222,6.902
69967,52.222,4.553
80132,52.69,5.2780000000000005
84428,52.888,5.452
66138,52.042,6.612
62162,51.862,4.408
60246,51.772,5.394
57137,51.628,5.713
50511,51.322,5.829
63352,51.916,4.9879999999999995
60989,51.808,4.321
93023,53.284,5.8870000000000005
70378,52.24,5.162
63384,51.916,5.916
71168,52.276,5.452
54807,51.52,6.003
66477,52.06,5.133
73087,52.366,4.553
68032,52.132,4.9879999999999995
64946,51.988,5.974
95787,53.41,6.873
87565,53.032,5.945
72754,52.348,6.206
70768,52.258,5.162
72726,52.348,5.394
57505,51.646,5.075
64900,51.988,4.64
49271,51.268,3.799
67641,52.114,4.959
69974,52.222,4.756
58682,51.7,5.2780000000000005
89497,53.122,5.423
77423,52.564,5.8870000000000005
69602,52.204,5.2780000000000005
86806,52.996,6.554
54418,51.502,6.032
81685,52.762,5.075
54371,51.502,4.6690000000000005
81740,52.762,6.67
61021,51.808,5.249
87207,53.014,6.873
91460,53.212,5.8
55201,51.538,6.119
66896,52.078,5.974
94216,53.338,6.554
67694,52.114,6.496
86413,52.978,6.467
71550,52.294,5.22
64181,51.952,6.409
61402,51.826,4.9879999999999995
57519,51.646,5.481
80131,52.69,5.249
64556,51.97,5.974
68826,52.168,5.394
68048,52.132,5.452
71138,52.276,4.582
86435,52.978,7.105
94213,53.338,6.467
65302,52.006,4.9879999999999995
84041,52.87,5.539
80167,52.69,6.293
70806,52.258,6.264
92235,53.248,5.655
57500,51.646,4.93
53620,51.466,5.51
85987,52.96,5.423
66125,52.042,6.235
85259,52.924,6.931
88358,53.068,6.322
50887,51.34,5.423
87603,53.032,7.047
66500,52.06,5.8
68822,52.168,5.2780000000000005
73091,52.366,4.6690000000000005
90326,53.158,6.844
42327,50.944,6.003
67644,52.114,5.046
75486,52.474,6.264
77427,52.564,6.003
75830,52.492,4.93
54757,51.52,4.553
62152,51.862,4.118
63773,51.934,5.8870000000000005
82490,52.798,5.8
61365,51.826,3.915
57894,51.664,5.046
92249,53.248,6.061
40377,50.854,6.003
96923,53.464,5.8870000000000005
75069,52.456,5.481
84051,52.87,5.829
61790,51.844,4.93
41542,50.908,5.858
78592,52.618,5.858
84433,52.888,5.5969999999999995
78620,52.618,6.67
55144,51.538,4.466
79735,52.672,5.075
80519,52.708,5.191
74267,52.42,4.843
80187,52.69,6.873
85247,52.924,6.583
72348,52.33,5.742
52792,51.43,4.118
68021,52.132,4.6690000000000005
52017,51.394,4.263
65298,52.006,4.872
51228,51.358,4.002
63399,51.916,6.351
53630,51.466,5.8
82530,52.798,6.96
91491,53.212,6.699
51657,51.376,5.133
91898,53.23,7.192
69224,52.186,5.626
62153,51.862,4.147
51993,51.394,3.567
68443,52.15,5.5969999999999995
81746,52.762,6.844
76609,52.528,4.901
50103,51.304,5.307
51662,51.376,5.2780000000000005
64953,51.988,6.177
61798,51.844,5.162
59026,51.718,3.944
61382,51.826,4.408
82459,52.798,4.901
90678,53.176,5.742
65283,52.006,4.437
89141,53.104,6.409
62606,51.88,5.974
67643,52.114,5.017
58667,51.7,4.843
73482,52.384,4.698
94188,53.338,5.742
71978,52.312,6.322
63766,51.934,5.684
73562,52.384,7.018
54343,51.502,3.857
87984,53.05,6.786
68464,52.15,6.206
66514,52.06,6.206
71532,52.294,4.698
72770,52.348,6.67
75433,52.474,4.727
59440,51.736,4.64
76997,52.546,4.843
83668,52.852,6.032
82465,52.798,5.075
70037,52.222,6.583
69202,52.186,4.9879999999999995
80896,52.726,4.814
60997,51.808,4.553
68402,52.15,4.408
61394,51.826,4.756
54750,51.52,4.35
73100,52.366,4.93
50443,51.322,3.857
79373,52.654,5.8870000000000005
62583,51.88,5.307
38807,50.782,5.713
49734,51.286,5.916
61027,51.808,5.423
76608,52.528,4.872
50889,51.34,5.481
84828,52.906,5.742
39588,50.818,5.742
59802,51.754,3.8280000000000003
78945,52.636,4.785
62575,51.88,5.075
53243,51.448,5.8870000000000005
63781,51.934,6.119
60990,51.808,4.35
85185,52.924,4.785
62554,51.88,4.466
81362,52.744,7.018
88342,53.068,5.858
66080,52.042,4.93
89503,53.122,5.5969999999999995
64496,51.97,4.234
52799,51.43,4.321
75479,52.474,6.061
68062,52.132,5.858
73109,52.366,5.191
76260,52.51,6.09
39592,50.818,5.858
55946,51.574,5.104
76989,52.546,4.611
74654,52.438,4.756
93019,53.284,5.771
80129,52.69,5.191
91850,53.23,5.8
76247,52.51,5.713
61820,51.844,5.8
53569,51.466,4.031
80966,52.726,6.844
73528,52.384,6.032
50043,51.304,3.567
92243,53.248,5.8870000000000005
68442,52.15,5.568
66071,52.042,4.6690000000000005
66868,52.078,5.162
57886,51.664,4.814
64146,51.952,5.394
64154,51.952,5.626
50126,51.304,5.974
80507,52.708,4.843
65664,52.024,4.176
83664,52.852,5.916
85623,52.942,6.177
57905,51.664,5.365
74261,52.42,4.6690000000000005
67293,52.096,6.177
87563,53.032,5.8870000000000005
58254,51.682,4.176
75082,52.456,5.858
72314,52.33,4.756
54783,51.52,5.307
73904,52.402,5.626
78599,52.618,6.061
62566,51.88,4.814
73537,52.384,6.293
76990,52.546,4.64
57496,51.646,4.814
88323,53.068,5.307
61419,51.826,5.481
64139,51.952,5.191
50516,51.322,5.974
53633,51.466,5.8870000000000005
68872,52.168,6.728
60645,51.79,5.655
84452,52.888,6.148
41545,50.908,5.945
64508,51.97,4.582
63321,51.916,4.089
42710,50.962,5.8
54364,51.502,4.466
65341,52.006,6.119
68053,52.132,5.5969999999999995
64971,51.988,6.699
69588,52.204,4.872
71606,52.294,6.844
40758,50.872,5.742
66912,52.078,6.438
92652,53.266,6.438
69192,52.186,4.698
75077,52.456,5.713
62548,51.88,4.292
80573,52.708,6.757
80564,52.708,6.496
69211,52.186,5.249
93807,53.32,6.003
54383,51.502,5.017
41934,50.926,5.916
80540,52.708,5.8
82521,52.798,6.699
54016,51.484,5.684
60624,51.79,5.046
41936,50.926,5.974
61779,51.844,4.611
69185,52.186,4.495
63391,51.916,6.119
64162,51.952,5.858
38817,50.782,6.003
62155,51.862,4.205
73550,52.384,6.67
93448,53.302,6.902
85260,52.924,6.96
88743,53.086,6.177
81287,52.744,4.843
80954,52.726,6.496
66869,52.078,5.191
64921,51.988,5.249
62163,51.862,4.437
51218,51.358,3.7119999999999997
59485,51.736,5.945
67703,52.114,6.757
79341,52.654,4.959
67313,52.096,6.757
50513,51.322,5.8870000000000005
92252,53.248,6.148
91459,53.212,5.771
81322,52.744,5.858
95397,53.392,6.873
69985,52.222,5.075
92644,53.266,6.206
51690,51.376,6.09
64114,51.952,4.466
58660,51.7,4.64
57458,51.646,3.7119999999999997
55119,51.538,3.741
72743,52.348,5.8870000000000005
80961,52.726,6.699
71142,52.276,4.698
55187,51.538,5.713
82886,52.816,5.974
73143,52.366,6.177
64567,51.97,6.293
75038,52.456,4.582
60252,51.772,5.568
63375,51.916,5.655
89913,53.14,6.177
61766,51.844,4.234
67266,52.096,5.394
88307,53.068,4.843
76613,52.528,5.017
50886,51.34,5.394
55189,51.538,5.771
40373,50.854,5.8870000000000005
66490,52.06,5.51
54755,51.52,4.495
69579,52.204,4.611
75103,52.456,6.467
51694,51.376,6.206
61012,51.808,4.9879999999999995
82519,52.798,6.641
66877,52.078,5.423
69992,52.222,5.2780000000000005
49661,51.286,3.799
55944,51.574,5.046
66479,52.06,5.191
57888,51.664,4.872
50063,51.304,4.147
85212,52.924,5.568
94219,53.338,6.641
81729,52.762,6.351
85964,52.96,4.756
92286,53.248,7.134
57480,51.646,4.35
91856,53.23,5.974
96164,53.428,6.496
76661,52.528,6.409
94217,53.338,6.583
60249,51.772,5.481
66102,52.042,5.568
71596,52.294,6.554
51664,51.376,5.336
72742,52.348,5.858
57102,51.628,4.698
81722,52.762,6.148
89158,53.104,6.902
92280,53.248,6.96
69214,52.186,5.336
93821,53.32,6.409
79783,52.672,6.467
55924,51.574,4.466
77056,52.546,6.554
59811,51.754,4.089
73483,52.384,4.727
55929,51.574,4.611
70439,52.24,6.931
80554,52.708,6.206
68427,52.15,5.133
41153,50.89,5.8870000000000005
63757,51.934,5.423
90322,53.158,6.728
58683,51.7,5.307
73123,52.366,5.5969999999999995
58310,51.682,5.8
85573,52.942,4.727
77826,52.582,6.264
53167,51.448,3.683
65739,52.024,6.351
47009,51.16,6.061
67667,52.114,5.713
74309,52.42,6.061
54006,51.484,5.394
61433,51.826,5.8870000000000005
64920,51.988,5.22
89934,53.14,6.786
95780,53.41,6.67
49712,51.286,5.2780000000000005
80128,52.69,5.162
64890,51.988,4.35
79740,52.672,5.22
89922,53.14,6.438
91851,53.23,5.829
71137,52.276,4.553
63758,51.934,5.452
81350,52.744,6.67
59851,51.754,5.249
70433,52.24,6.757
74257,52.42,4.553
59427,51.736,4.263
57110,51.628,4.93
89921,53.14,6.409
53242,51.448,5.858
68487,52.15,6.873
58299,51.682,5.481
48956,51.25,5.974
48564,51.232,5.916
56330,51.592,4.93
86777,52.996,5.713
61389,51.826,4.611
91847,53.23,5.713
71186,52.276,5.974
66101,52.042,5.539
71162,52.276,5.2780000000000005
69181,52.186,4.379
79800,52.672,6.96
63725,51.934,4.495
88369,53.068,6.641
91480,53.212,6.38
88353,53.068,6.177
65676,52.024,4.524
68415,52.15,4.785
57526,51.646,5.684
71575,52.294,5.945
56740,51.61,5.51
62968,51.898,5.162
85999,52.96,5.771
57868,51.664,4.292
51304,51.358,6.206
51284,51.358,5.626
91114,53.194,7.076
68797,52.168,4.553
65311,52.006,5.249
82884,52.816,5.916
84457,52.888,6.293
62976,51.898,5.394
75847,52.492,5.423
80552,52.708,6.148
73938,52.402,6.612
55530,51.556,4.35
87197,53.014,6.583
69645,52.204,6.525
65711,52.024,5.539
48889,51.25,4.031
54397,51.502,5.423
80179,52.69,6.641
50444,51.322,3.886
93436,53.302,6.554
62166,51.862,4.524
58699,51.7,5.771
77831,52.582,6.409
93028,53.284,6.032
58643,51.7,4.147
74318,52.42,6.322
78952,52.636,4.9879999999999995
85575,52.942,4.785
65696,52.024,5.104
62938,51.898,4.292
76668,52.528,6.612
83282,52.834,6.148
56707,51.61,4.553
64161,51.952,5.829
88777,53.086,7.163
82516,52.798,6.554
94612,53.356,6.728
79739,52.672,5.191
64894,51.988,4.466
71570,52.294,5.8
74296,52.42,5.684
52050,51.394,5.22
76638,52.528,5.742
80955,52.726,6.525
71212,52.276,6.728
91866,53.23,6.264
49341,51.268,5.829
60622,51.79,4.9879999999999995
71952,52.312,5.568
61812,51.844,5.568
77001,52.546,4.959
79802,52.672,7.018
53233,51.448,5.5969999999999995
69261,52.186,6.699
69222,52.186,5.568
64163,51.952,5.8870000000000005
91059,53.194,5.481
84445,52.888,5.945
76637,52.528,5.713
77782,52.582,4.9879999999999995
67269,52.096,5.481
90307,53.158,6.293
76602,52.528,4.698
78607,52.618,6.293
86785,52.996,5.945
60653,51.79,5.8870000000000005
83273,52.834,5.8870000000000005
57107,51.628,4.843
63376,51.916,5.684
62997,51.898,6.003
94202,53.338,6.148
86405,52.978,6.235
76992,52.546,4.698
78562,52.618,4.9879999999999995
70818,52.258,6.612
91511,53.212,7.279
68801,52.168,4.6690000000000005
64545,51.97,5.655
55893,51.574,3.567
82069,52.78,4.901
78985,52.636,5.945
64575,51.97,6.525
46223,51.124,5.8870000000000005
85243,52.924,6.467
41154,50.89,5.916
77027,52.546,5.713
93426,53.302,6.264
66484,52.06,5.336
59024,51.718,3.886
77037,52.546,6.003
83700,52.852,6.96
70397,52.24,5.713
93058,53.284,6.902
